idn	akten-nr
1280505214                         	HABV_91_1_2661              
1280505222                         	HABV_91_1_2664              
1280505230                         	HABV_91_1_2665              
1280505249                         	HABV_91_1_2666              
1280505257                         	HABV_91_1_2667              
1280505265                         	HABV_91_1_2668              
1280505273                         	HABV_91_1_2673              
1280505281                         	HABV_91_1_2674              
128050529X                         	HABV_91_1_2676              
1280505303                         	HABV_91_1_2678              
1280505311                         	HABV_91_1_2679              
128050532X                         	HABV_91_1_2682              
1280505338                         	HABV_91_1_2683              
1280505346                         	HABV_91_1_2684              
1280505354                         	HABV_91_1_2685              
1280505362                         	HABV_91_1_2688              
1280505370                         	HABV_91_1_2689              
1280505389                         	HABV_91_1_2691              
1280505397                         	HABV_91_1_2693              
1280505400                         	HABV_91_1_2695              
1280505419                         	HABV_91_1_2697              
1280505427                         	HABV_91_1_2698              
1280505435                         	HABV_91_1_2699              
1280505443                         	HABV_91_1_2701              
1280505451                         	HABV_91_1_2702              
128050546X                         	HABV_91_1_2703              
1280505478                         	HABV_91_1_2705              
1280505486                         	HABV_91_1_2706              
1280505494                         	HABV_91_1_2709              
1280505508                         	HABV_91_1_2710              
1280505516                         	HABV_91_1_2711              
1280505524                         	HABV_91_1_2712              
1280505532                         	HABV_91_1_2714              
1280505540                         	HABV_91_1_2715              
1280505567                         	HABV_91_1_2718              
1280505575                         	HABV_91_1_2719              
1280505583                         	HABV_91_1_2720              
1280505591                         	HABV_91_1_2721              
1280505605                         	HABV_91_1_2722              
1280505613                         	HABV_91_1_2726              
1280505621                         	HABV_91_1_2730              
128050563X                         	HABV_91_1_2732              
1280505648                         	HABV_91_1_2733              
1280505656                         	HABV_91_1_2735              
1280505664                         	HABV_91_1_2736              
1280505672                         	HABV_91_1_2737              
1280505680                         	HABV_91_1_2740              
1280505699                         	HABV_91_1_2742              
1280505702                         	HABV_91_1_2743              
1280505710                         	HABV_91_1_2745              
1280505729                         	HABV_91_1_2753              
1280505737                         	HABV_91_1_2754              
1280505745                         	HABV_91_1_2755              
1280505753                         	HABV_91_1_2758              
1280505761                         	HABV_91_1_2761              
128050577X                         	HABV_91_1_2763              
1280505788                         	HABV_91_1_2765              
1280505796                         	HABV_91_1_2771              
128050580X                         	HABV_91_1_2773              
1280505818                         	HABV_91_1_2774              
1280505826                         	HABV_91_1_2775              
1280505834                         	HABV_91_1_2776              
1280505842                         	HABV_91_1_2779              
1280505850                         	HABV_91_1_2780              
1280505869                         	HABV_91_1_2781              
1280505877                         	HABV_91_1_2783              
1280505885                         	HABV_91_1_2785              
1280505893                         	HABV_91_1_2786              
1280505907                         	HABV_91_1_2787              
1280505915                         	HABV_91_1_2789              
1280505923                         	HABV_91_1_2790              
1280505931                         	HABV_91_1_2791              
128050594X                         	HABV_91_1_2792              
1280505958                         	HABV_91_1_2794              
1280505966                         	HABV_91_1_2796              
1280505974                         	HABV_91_1_2797              
1280505982                         	HABV_91_1_2798              
1280505990                         	HABV_91_1_2800              
1280506008                         	HABV_91_1_2801              
1280506016                         	HABV_91_1_2802              
1280506024                         	HABV_91_1_2803              
1280506032                         	HABV_91_1_2804              
1280506040                         	HABV_91_1_2809              
1280506059                         	HABV_91_1_2810              
1280506067                         	HABV_91_1_2811              
1280506075                         	HABV_91_1_2813              
1280506083                         	HABV_91_1_2816              
1280506091                         	HABV_91_1_2817              
1280506105                         	HABV_91_1_2819              
1280506113                         	HABV_91_1_2822              
1280506121                         	HABV_91_1_2824              
128050613X                         	HABV_91_1_2825              
1280506148                         	HABV_91_1_2826              
1280506156                         	HABV_91_1_2828              
1280506164                         	HABV_91_1_2829              
1280506172                         	HABV_91_1_2832              
1280506180                         	HABV_91_1_2833              
1280506199                         	HABV_91_1_2834              
1280506202                         	HABV_91_1_2835              
1280506210                         	HABV_91_1_2836              
1280506229                         	HABV_91_1_2837              
1280506237                         	HABV_91_1_2838              
1280506245                         	HABV_91_1_2839              
1280506253                         	HABV_91_1_2841              
1280506261                         	HABV_91_1_2842              
128050627X                         	HABV_91_1_2844              
1280506288                         	HABV_91_1_2846              
1280506296                         	HABV_91_1_2848              
128050630X                         	HABV_91_1_2849              
1280506318                         	HABV_91_1_2850              
1280506326                         	HABV_91_1_2851              
1280506334                         	HABV_91_1_2854              
1280506342                         	HABV_91_1_2856              
1280506350                         	HABV_91_1_2857              
1280506369                         	HABV_91_1_2858              
1280506377                         	HABV_91_1_2859              
1280506385                         	HABV_91_1_2862              
1280506393                         	HABV_91_1_2864              
1280506407                         	HABV_91_1_2866              
1280506415                         	HABV_91_1_2867              
1280506423                         	HABV_91_1_2869              
1280506431                         	HABV_91_1_2872              
128050644X                         	HABV_91_1_2874              
1280506458                         	HABV_91_1_2876              
1280506466                         	HABV_91_1_2877              
1280506474                         	HABV_91_1_2881              
1280506482                         	HABV_91_1_2882              
1280506490                         	HABV_91_1_2883              
128134704                          	HABV_91_1_2588              
129414468                          	HABV_91_1_2099              
139313664                          	HABV_91_1_2356              
139513396                          	HABV_91_1_2121              
