idn	akten-nr
1247336166                         	HABV_91_1_2753              
1247336174                         	HABV_91_1_2754              
1247336182                         	HABV_91_1_2755              
1247336190                         	HABV_91_1_2758              
1247336204                         	HABV_91_1_2761              
1247336212                         	HABV_91_1_2763              
1247336220                         	HABV_91_1_2765              
1247336239                         	HABV_91_1_2771              
1247336247                         	HABV_91_1_2773              
1247336255                         	HABV_91_1_2774              
1247336263                         	HABV_91_1_2775              
1247336271                         	HABV_91_1_2776              
124733628X                         	HABV_91_1_2779              
1247336298                         	HABV_91_1_2780              
1247336301                         	HABV_91_1_2781              
124733631X                         	HABV_91_1_2783              
1247336328                         	HABV_91_1_2785              
1247336336                         	HABV_91_1_2786              
1247336344                         	HABV_91_1_2787              
1247336352                         	HABV_91_1_2789              
1247336360                         	HABV_91_1_2790              
1247336379                         	HABV_91_1_2791              
1247336387                         	HABV_91_1_2792              
1247336395                         	HABV_91_1_2794              
1247336409                         	HABV_91_1_2796              
1247336417                         	HABV_91_1_2797              
1247336425                         	HABV_91_1_2798              
1247336433                         	HABV_91_1_2800              
1247336441                         	HABV_91_1_2801              
124733645X                         	HABV_91_1_2802              
1247336468                         	HABV_91_1_2803              
1247336476                         	HABV_91_1_2804              
1247336484                         	HABV_91_1_2809              
1247336492                         	HABV_91_1_2810              
1247336506                         	HABV_91_1_2811              
1247336514                         	HABV_91_1_2813              
1247336522                         	HABV_91_1_2816              
1247336530                         	HABV_91_1_2817              
1247336549                         	HABV_91_1_2819              
1247336557                         	HABV_91_1_2822              
1247336565                         	HABV_91_1_2824              
1247336573                         	HABV_91_1_2825              
1247336581                         	HABV_91_1_2826              
124733659X                         	HABV_91_1_2828              
1247336603                         	HABV_91_1_2829              
1247336611                         	HABV_91_1_2832              
124733662X                         	HABV_91_1_2833              
1247336638                         	HABV_91_1_2834              
1247336646                         	HABV_91_1_2835              
1247336654                         	HABV_91_1_2836              
1247336662                         	HABV_91_1_2837              
1247336670                         	HABV_91_1_2838              
1247336689                         	HABV_91_1_2839              
1247336697                         	HABV_91_1_2841              
1247336700                         	HABV_91_1_2842              
1247336719                         	HABV_91_1_2844              
1247336727                         	HABV_91_1_2846              
1247336735                         	HABV_91_1_2848              
1247336743                         	HABV_91_1_2849              
1247336751                         	HABV_91_1_2850              
124733676X                         	HABV_91_1_2851              
1247336778                         	HABV_91_1_2854              
1247336786                         	HABV_91_1_2856              
1247336794                         	HABV_91_1_2857              
1247336808                         	HABV_91_1_2858              
1247336816                         	HABV_91_1_2859              
1247336824                         	HABV_91_1_2862              
1247336832                         	HABV_91_1_2864              
1247336840                         	HABV_91_1_2866              
1247336859                         	HABV_91_1_2867              
1247336867                         	HABV_91_1_2869              
1247336875                         	HABV_91_1_2872              
1247336883                         	HABV_91_1_2874              
1247336891                         	HABV_91_1_2876              
1247336905                         	HABV_91_1_2877              
1247336913                         	HABV_91_1_2881              
1247336921                         	HABV_91_1_2882              
124733693X                         	HABV_91_1_2883              
126806721                          	HABV_91_1_1945              
127252282                          	HABV_91_1_2602              
128134704                          	HABV_91_1_2588              
129414468                          	HABV_91_1_2099              
139313664                          	HABV_91_1_2356              
139513396                          	HABV_91_1_2121              
122098153                          	HABV_91_1_102               
1225351510                         	HABV_91_1_99                
1247320650                         	HABV_91_1_7                 
1247320669                         	HABV_91_1_10                
1247320677                         	HABV_91_1_12                
1247320685                         	HABV_91_1_13                
1247320693                         	HABV_91_1_14                
1247320707                         	HABV_91_1_16                
1247320715                         	HABV_91_1_21                
1247320723                         	HABV_91_1_26                
1247320731                         	HABV_91_1_28                
124732074X                         	HABV_91_1_38                
1247320758                         	HABV_91_1_39                
1247320766                         	HABV_91_1_41                
1247320774                         	HABV_91_1_43                
1247320782                         	HABV_91_1_45                
1247320790                         	HABV_91_1_47                
1247320804                         	HABV_91_1_48                
1247320812                         	HABV_91_1_50                
1247320820                         	HABV_91_1_51                
1247320839                         	HABV_91_1_52                
1247320847                         	HABV_91_1_54                
1247320855                         	HABV_91_1_58                
1247320863                         	HABV_91_1_61                
1247320871                         	HABV_91_1_62                
124732088X                         	HABV_91_1_64                
1247320898                         	HABV_91_1_66                
1247320901                         	HABV_91_1_68                
124732091X                         	HABV_91_1_69                
1247320928                         	HABV_91_1_70                
1247320936                         	HABV_91_1_72                
1247320944                         	HABV_91_1_74                
1247320952                         	HABV_91_1_77                
1247320960                         	HABV_91_1_80                
1247320979                         	HABV_91_1_82                
1247320987                         	HABV_91_1_83                
1247320995                         	HABV_91_1_84                
1247321002                         	HABV_91_1_85                
1247321010                         	HABV_91_1_87                
1247321029                         	HABV_91_1_88                
1247321037                         	HABV_91_1_89                
1247321045                         	HABV_91_1_90                
1247321053                         	HABV_91_1_91                
1247321061                         	HABV_91_1_92                
124732107X                         	HABV_91_1_93                
1247321088                         	HABV_91_1_101               
1247321096                         	HABV_91_1_103               
124732110X                         	HABV_91_1_104               
1247321118                         	HABV_91_1_106               
1247321126                         	HABV_91_1_108               
